genome1	genome2	chr1	chr2	blkID	startBp1	endBp1	startOrd1	endOrd1	firstGene1	lastGene1	nHits1	minBp2	maxBp2	minOrd2	maxOrd2	minGene2	maxGene2	nHits2	orient	startBp2	endBp2	startOrd2	endOrd2	firstGene2	lastGene2
Dhello	Depa	dh2	de5	Depa_vs_Dhello: 159	106728595	107366491	8248	8257	1_9489	1_9498	7	124034375	124681237	24807	24818	0_10132	0_10143	7	+	124034375	124681237	24807	24818	0_10132	0_10143
Dhello	Depa	dh2	de5	Depa_vs_Dhello: 161	109796084	110601421	8300	8321	1_9541	1_9562	13	120889044	121769109	24712	24743	0_10037	0_10068	13	+	120889044	121769109	24712	24743	0_10037	0_10068
Dhello	Depa	dh2	de5	Depa_vs_Dhello: 162	110932983	111666331	8337	8354	1_9578	1_9595	11	120344739	120835319	24699	24711	0_10024	0_10036	11	+	120344739	120835319	24699	24711	0_10024	0_10036
Dhello	Depa	dh2	de5	Depa_vs_Dhello: 164	117504755	119298397	8477	8502	1_9718	1_9743	18	111860801	113333348	24459	24498	0_9784	0_9823	18	+	111860801	113333348	24459	24498	0_9784	0_9823
Dhello	Depa	dh2	de6	Depa_vs_Dhello: 109	498168	5955421	6217	6316	1_7458	1_7557	44	385624	7523167	25628	25785	0_16536	0_16693	44	+	385624	7523167	25628	25785	0_16536	0_16693
Dhello	Depa	dh2	de6	Depa_vs_Dhello: 116	15723275	19381998	6482	6544	1_7723	1_7785	22	16253106	19750191	25953	26032	0_16861	0_16940	22	+	16253106	19750191	25953	26032	0_16861	0_16940
Dhello	Depa	dh2	de6	Depa_vs_Dhello: 118	21110341	26449542	6594	6692	1_7835	1_7933	25	21948000	26710066	26080	26178	0_16988	0_17086	25	+	21948000	26710066	26080	26178	0_16988	0_17086
Dhello	Depa	dh2	de6	Depa_vs_Dhello: 120	27117759	32107251	6715	6798	1_7956	1_8039	37	27638877	33979017	26194	26313	0_17102	0_17221	37	+	27638877	33979017	26194	26313	0_17102	0_17221
Dhello	Depa	dh2	de6	Depa_vs_Dhello: 123	34655835	35213678	6827	6841	1_8068	1_8082	8	35039492	35721945	26335	26357	0_17243	0_17265	8	+	35039492	35721945	26335	26357	0_17243	0_17265
Dhello	Depa	dh2	de6	Depa_vs_Dhello: 129	39555335	39935413	6908	6922	1_8149	1_8163	8	41561051	41719088	26480	26491	0_17388	0_17399	8	+	41561051	41719088	26480	26491	0_17388	0_17399
Dhello	Depa	dh2	de6	Depa_vs_Dhello: 131	42223120	57811327	6963	7237	1_8204	1_8478	129	43290099	58506135	26534	26870	0_17442	0_17778	129	+	43290099	58506135	26534	26870	0_17442	0_17778
Dhello	Depa	dh2	de6	Depa_vs_Dhello: 135	60764270	61103566	7290	7299	1_8531	1_8540	6	61670407	61956617	26980	26990	0_17888	0_17898	6	+	61670407	61956617	26980	26990	0_17888	0_17898
Dhello	Depa	dh2	de6	Depa_vs_Dhello: 137	61824627	65521112	7319	7404	1_8560	1_8645	42	62318707	65983835	27004	27106	0_17912	0_18014	42	+	62318707	65983835	27004	27106	0_17912	0_18014
Dhello	Depa	dh2	de6	Depa_vs_Dhello: 139	66599233	72224227	7430	7524	1_8671	1_8765	41	66929268	71187112	27133	27260	0_18041	0_18168	41	+	66929268	71187112	27133	27260	0_18041	0_18168
Dhello	Depa	dh2	de6	Depa_vs_Dhello: 168	127266652	128367264	8628	8642	1_9869	1_9883	11	85785617	86714126	27633	27654	0_18541	0_18562	11	+	85785617	86714126	27633	27654	0_18541	0_18562
Dhello	Depa	dh2	de6	Depa_vs_Dhello: 170	129744503	130992500	8672	8690	1_9913	1_9931	14	83914973	84772056	27587	27604	0_18495	0_18512	14	+	83914973	84772056	27587	27604	0_18495	0_18512
Dhello	Depa	dh2	de6	Depa_vs_Dhello: 172	134329109	136254351	8754	8784	1_9995	1_10025	23	78958755	80257618	27473	27506	0_18381	0_18414	23	+	78958755	80257618	27473	27506	0_18381	0_18414
Dhello	Depa	dh2	de6	Depa_vs_Dhello: 173	137208586	138264948	8802	8822	1_10043	1_10063	7	75828846	76263134	27398	27405	0_18306	0_18313	7	+	75828846	76263134	27398	27405	0_18306	0_18313
Dhello	Depa	dh2	de6	Depa_vs_Dhello: 175	139292950	140696276	8852	8883	1_10093	1_10124	17	74580204	75741696	27367	27397	0_18275	0_18305	17	+	74580204	75741696	27367	27397	0_18275	0_18305
Dhello	Depa	dh2	de7	Depa_vs_Dhello: 177	144419373	145665284	8948	8978	1_10189	1_10219	14	7029918	7833577	29522	29553	0_3577	0_3608	14	+	7029918	7833577	29522	29553	0_3577	0_3608
Dhello	Depa	dh2	de7	Depa_vs_Dhello: 183	155976723	166440750	9179	9396	1_10420	1_10637	93	10833225	20272921	29621	29816	0_3676	0_3871	93	+	10833225	20272921	29621	29816	0_3676	0_3871
Dhello	Depa	dh2	de7	Depa_vs_Dhello: 185	167297510	173874895	9416	9541	1_10657	1_10782	63	21561023	27777365	29840	29989	0_3895	0_4044	63	+	21561023	27777365	29840	29989	0_3895	0_4044
Dhello	Depa	dh2	de7	Depa_vs_Dhello: 187	175694419	176068274	9578	9588	1_10819	1_10829	8	27848817	28464983	29991	30007	0_4046	0_4062	8	+	27848817	28464983	29991	30007	0_4046	0_4062
Dhello	Depa	dh2	de7	Depa_vs_Dhello: 188	176362205	180946867	9594	9706	1_10835	1_10947	64	29902127	34118812	30053	30154	0_4108	0_4209	64	+	29902127	34118812	30053	30154	0_4108	0_4209
Dhello	Depa	dh2	de7	Depa_vs_Dhello: 190	182656551	195140873	9738	10014	1_10979	1_11255	130	35486630	48612855	30188	30536	0_4243	0_4591	130	+	35486630	48612855	30188	30536	0_4243	0_4591
Dhello	Depa	dh2	de7	Depa_vs_Dhello: 193	196691972	204299880	10039	10173	1_11280	1_11414	56	49781896	56572610	30572	30743	0_4627	0_4798	56	+	49781896	56572610	30572	30743	0_4627	0_4798
Dhello	Depa	dh2	de7	Depa_vs_Dhello: 195	205243971	205836457	10187	10196	1_11428	1_11437	6	57480246	57934687	30772	30784	0_4827	0_4839	6	+	57480246	57934687	30772	30784	0_4827	0_4839
Dhello	Depa	dh2	de7	Depa_vs_Dhello: 197	207067619	209699041	10213	10246	1_11454	1_11487	23	58658294	61938570	30801	30854	0_4856	0_4909	23	+	58658294	61938570	30801	30854	0_4856	0_4909
Dhello	Depa	dh2	de7	Depa_vs_Dhello: 201	219589278	229686002	10386	10578	1_11627	1_11819	88	70968919	80225332	30990	31221	0_5045	0_5276	88	+	70968919	80225332	30990	31221	0_5045	0_5276
Dhello	Depa	dh2	de7	Depa_vs_Dhello: 203	230790741	242218597	10617	10856	1_11858	1_12097	106	81140718	90574542	31267	31514	0_5322	0_5569	106	+	81140718	90574542	31267	31514	0_5322	0_5569
Dhello	Depa	dh2	de7	Depa_vs_Dhello: 205	242911160	251296843	10880	11053	1_12121	1_12294	80	91186515	101229884	31531	31759	0_5586	0_5814	80	+	91186515	101229884	31531	31759	0_5586	0_5814
Dhello	Depa	dh2	de7	Depa_vs_Dhello: 207	251774479	252245947	11066	11078	1_12307	1_12319	9	101610740	102062242	31771	31782	0_5826	0_5837	9	+	101610740	102062242	31771	31782	0_5826	0_5837
Dhello	Depa	dh2	de7	Depa_vs_Dhello: 209	252782192	265740158	11092	11363	1_12333	1_12604	133	102637064	116788012	31796	32119	0_5851	0_6174	133	+	102637064	116788012	31796	32119	0_5851	0_6174
Dhello	Depa	dh2	de7	Depa_vs_Dhello: 212	267663420	271882673	11419	11492	1_12660	1_12733	35	118376641	121335604	32159	32229	0_6214	0_6284	35	+	118376641	121335604	32159	32229	0_6214	0_6284
Dhello	Depa	dh2	de7	Depa_vs_Dhello: 216	273431091	278439543	11519	11607	1_12760	1_12848	44	122608928	127186345	32253	32365	0_6308	0_6420	44	+	122608928	127186345	32253	32365	0_6308	0_6420
Dhello	Depa	dh2	de7	Depa_vs_Dhello: 218	280037029	283246508	11636	11668	1_12877	1_12909	19	128718116	131139664	32395	32433	0_6450	0_6488	19	+	128718116	131139664	32395	32433	0_6450	0_6488
Dhello	Depa	dh2	de7	Depa_vs_Dhello: 220	284251641	285667217	11694	11730	1_12935	1_12971	16	134480626	135434565	32514	32555	0_6569	0_6610	16	+	134480626	135434565	32514	32555	0_6569	0_6610
Dhello	Depa	dh2	de7	Depa_vs_Dhello: 222	287775029	310746465	11765	12227	1_13006	1_13468	219	135642010	156179622	32566	33094	0_6621	0_7149	219	+	135642010	156179622	32566	33094	0_6621	0_7149
Depa	Dhello	de5	dh2	Depa_vs_Dhello: 140	154187516	154459659	25498	25506	0_10823	0_10831	7	72344520	73031191	7525	7537	1_8766	1_8778	7	-	73031191	72344520	7537	7525	1_8778	1_8766
Depa	Dhello	de5	dh2	Depa_vs_Dhello: 141	157100974	157572018	25573	25591	0_10898	0_10916	9	73280973	74297764	7542	7561	1_8783	1_8802	9	-	74297764	73280973	7561	7542	1_8802	1_8783
Depa	Dhello	de5	dh2	Depa_vs_Dhello: 142	153521266	153997808	25485	25493	0_10810	0_10818	6	74743194	75315544	7570	7581	1_8811	1_8822	6	-	75315544	74743194	7581	7570	1_8822	1_8811
Depa	Dhello	de5	dh2	Depa_vs_Dhello: 144	148739978	151526286	25353	25439	0_10678	0_10764	28	77180882	80071982	7624	7686	1_8865	1_8927	28	-	80071982	77180882	7686	7624	1_8927	1_8865
Depa	Dhello	de5	dh2	Depa_vs_Dhello: 145	147789236	148738874	25331	25352	0_10656	0_10677	9	80317210	81298694	7689	7712	1_8930	1_8953	9	-	81298694	80317210	7712	7689	1_8953	1_8930
Depa	Dhello	de5	dh2	Depa_vs_Dhello: 147	144623663	145939648	25256	25288	0_10581	0_10613	13	83470465	85237340	7765	7796	1_9006	1_9037	13	-	85237340	83470465	7796	7765	1_9037	1_9006
Depa	Dhello	de5	dh2	Depa_vs_Dhello: 149	141453005	142513783	25179	25205	0_10504	0_10530	17	87086030	88652316	7825	7848	1_9066	1_9089	17	-	88652316	87086030	7848	7825	1_9089	1_9066
Depa	Dhello	de5	dh2	Depa_vs_Dhello: 150	140790193	141038948	25156	25165	0_10481	0_10490	7	88798278	89188857	7849	7856	1_9090	1_9097	7	-	89188857	88798278	7856	7849	1_9097	1_9090
Depa	Dhello	de5	dh2	Depa_vs_Dhello: 152	138639762	140421171	25104	25151	0_10429	0_10476	15	89504341	91051325	7867	7897	1_9108	1_9138	15	-	91051325	89504341	7897	7867	1_9138	1_9108
Depa	Dhello	de5	dh2	Depa_vs_Dhello: 154	132861248	138091686	24964	25088	0_10289	0_10413	67	91658352	97737947	7917	8048	1_9158	1_9289	67	-	97737947	91658352	8048	7917	1_9289	1_9158
Depa	Dhello	de5	dh2	Depa_vs_Dhello: 156	129951064	130536468	24933	24943	0_10258	0_10268	6	99895338	100684432	8091	8107	1_9332	1_9348	6	-	100684432	99895338	8107	8091	1_9348	1_9332
Depa	Dhello	de5	dh2	Depa_vs_Dhello: 158	124829406	129144314	24820	24912	0_10145	0_10237	41	101185531	106546492	8119	8245	1_9360	1_9486	41	-	106546492	101185531	8245	8119	1_9486	1_9360
Depa	Dhello	de5	dh2	Depa_vs_Dhello: 160	121942601	123974685	24752	24804	0_10077	0_10129	17	107392425	109649830	8259	8295	1_9500	1_9536	17	-	109649830	107392425	8295	8259	1_9536	1_9500
Depa	Dhello	de5	dh2	Depa_vs_Dhello: 163	113541674	120298753	24500	24697	0_9825	0_10022	59	111734590	117336074	8356	8475	1_9597	1_9716	59	-	117336074	111734590	8475	8356	1_9716	1_9597
Depa	Dhello	de5	dh2	Depa_vs_Dhello: 165	110943243	111676085	24429	24448	0_9754	0_9773	11	119421578	120457260	8507	8524	1_9748	1_9765	11	-	120457260	119421578	8524	8507	1_9765	1_9748
Depa	Dhello	de5	dh2	Depa_vs_Dhello: 166	108475920	110837599	24383	24428	0_9708	0_9753	13	120474774	122092826	8525	8548	1_9766	1_9789	13	-	122092826	120474774	8548	8525	1_9789	1_9766
Depa	Dhello	de6	dh2	Depa_vs_Dhello: 112	9758371	12511786	25821	25868	0_16729	0_16776	15	8770065	11394960	6352	6407	1_7593	1_7648	15	-	11394960	8770065	6407	6352	1_7648	1_7593
Depa	Dhello	de6	dh2	Depa_vs_Dhello: 114	13552148	15540452	25894	25944	0_16802	0_16852	15	13125522	14520042	6437	6465	1_7678	1_7706	15	-	14520042	13125522	6465	6437	1_7706	1_7678
Depa	Dhello	de6	dh2	Depa_vs_Dhello: 117	20130439	21832527	26035	26076	0_16943	0_16984	18	19409727	20968071	6547	6591	1_7788	1_7832	18	-	20968071	19409727	6591	6547	1_7832	1_7788
Depa	Dhello	de6	dh2	Depa_vs_Dhello: 119	26892527	27569620	26182	26193	0_17090	0_17101	7	26489695	26991933	6694	6709	1_7935	1_7950	7	-	26991933	26489695	6709	6694	1_7950	1_7935
Depa	Dhello	de6	dh2	Depa_vs_Dhello: 130	39402937	41437491	26432	26475	0_17340	0_17383	15	40565305	41936994	6928	6957	1_8169	1_8198	15	-	41936994	40565305	6957	6928	1_8198	1_8169
Depa	Dhello	de6	dh2	Depa_vs_Dhello: 132	58729037	59484630	26878	26914	0_17786	0_17822	6	58003846	58556233	7241	7251	1_8482	1_8492	6	-	58556233	58003846	7251	7241	1_8492	1_8482
Depa	Dhello	de6	dh2	Depa_vs_Dhello: 134	60731075	61548283	26950	26970	0_17858	0_17878	6	59981253	60425957	7271	7284	1_8512	1_8525	6	-	60425957	59981253	7284	7271	1_8525	1_8512
Depa	Dhello	de6	dh2	Depa_vs_Dhello: 138	66143610	66913358	27112	27132	0_18020	0_18040	12	65779352	66353369	7411	7427	1_8652	1_8668	12	-	66353369	65779352	7427	7411	1_8668	1_8652
Depa	Dhello	de6	dh2	Depa_vs_Dhello: 167	86898145	92907058	27657	27772	0_18565	0_18680	36	121981907	127119210	8547	8626	1_9788	1_9867	36	-	127119210	121981907	8626	8547	1_9867	1_9788
Depa	Dhello	de6	dh2	Depa_vs_Dhello: 169	84887618	85695064	27607	27631	0_18515	0_18539	15	128422434	129719438	8645	8670	1_9886	1_9911	15	-	129719438	128422434	8670	8645	1_9911	1_9886
Depa	Dhello	de6	dh2	Depa_vs_Dhello: 171	80473598	83459409	27508	27580	0_18416	0_18488	25	131292510	134066687	8693	8753	1_9934	1_9994	25	-	134066687	131292510	8753	8693	1_9994	1_9934
Depa	Dhello	de6	dh2	Depa_vs_Dhello: 174	76550195	77208375	27419	27446	0_18327	0_18354	12	138324386	139263154	8823	8849	1_10064	1_10090	12	-	139263154	138324386	8849	8823	1_10090	1_10064
Depa	Dhello	de6	dh2	Depa_vs_Dhello: 176	71280828	74268092	27263	27358	0_18171	0_18266	30	140925293	143779266	8887	8941	1_10128	1_10182	30	-	143779266	140925293	8941	8887	1_10182	1_10128
Depa	Dhello	de7	dh2	Depa_vs_Dhello: 178	8053144	8488473	29563	29576	0_3618	0_3631	9	145878393	147452947	8980	9001	1_10221	1_10242	9	-	147452947	145878393	9001	8980	1_10242	1_10221
Depa	Dhello	de7	dh2	Depa_vs_Dhello: 181	1327208	6557618	29387	29513	0_3442	0_3568	39	148350573	153356148	9028	9135	1_10269	1_10376	39	-	153356148	148350573	9135	9028	1_10376	1_10269
Depa	Dhello	de7	dh2	Depa_vs_Dhello: 182	9134639	10645609	29579	29618	0_3634	0_3673	21	153436061	155549380	9136	9176	1_10377	1_10417	21	-	155549380	153436061	9176	9136	1_10417	1_10377
Depa	Dhello	de7	dh2	Depa_vs_Dhello: 186	28984875	29765328	30023	30048	0_4078	0_4103	8	174330091	175554049	9551	9576	1_10792	1_10817	8	-	175554049	174330091	9576	9551	1_10817	1_10792
Depa	Dhello	de7	dh2	Depa_vs_Dhello: 189	34267713	35150083	30158	30184	0_4213	0_4239	10	181164545	182444220	9712	9735	1_10953	1_10976	10	-	182444220	181164545	9735	9712	1_10976	1_10953
Depa	Dhello	de7	dh2	Depa_vs_Dhello: 196	58188968	58621816	30790	30800	0_4845	0_4855	9	206051903	206667768	10200	10210	1_11441	1_11451	9	-	206667768	206051903	10210	10200	1_11451	1_11441
Depa	Dhello	de7	dh2	Depa_vs_Dhello: 199	63105919	70640658	30884	30984	0_4939	0_5039	48	210448162	219330520	10261	10383	1_11502	1_11624	48	-	219330520	210448162	10383	10261	1_11624	1_11502
Depa	Dhello	de7	dh2	Depa_vs_Dhello: 202	80289557	80962096	31236	31263	0_5291	0_5318	10	230031564	230770144	10593	10615	1_11834	1_11856	10	-	230770144	230031564	10615	10593	1_11856	1_11834
Depa	Dhello	de7	dh2	Depa_vs_Dhello: 208	102085729	102331846	31784	31792	0_5839	0_5847	8	252460451	252774316	11079	11091	1_12320	1_12332	8	-	252774316	252460451	11091	11079	1_12332	1_12320
Depa	Dhello	de7	dh2	Depa_vs_Dhello: 210	117071402	117930780	32122	32145	0_6177	0_6200	13	265957851	266822030	11365	11401	1_12606	1_12642	13	-	266822030	265957851	11401	11365	1_12642	1_12606
Depa	Dhello	de7	dh2	Depa_vs_Dhello: 214	121462060	122502947	32231	32248	0_6286	0_6303	10	272137373	273169934	11498	11516	1_12739	1_12757	10	-	273169934	272137373	11516	11498	1_12757	1_12739
Depa	Dhello	de7	dh2	Depa_vs_Dhello: 217	127249855	128302821	32369	32390	0_6424	0_6445	12	278515083	279688267	11608	11630	1_12849	1_12871	12	-	279688267	278515083	11630	11608	1_12871	1_12849
Depa	Dhello	de7	dh2	Depa_vs_Dhello: 221	133173136	134441445	32490	32512	0_6545	0_6567	10	285844178	287530625	11732	11761	1_12973	1_13002	10	-	287530625	285844178	11761	11732	1_13002	1_12973
Dhello	Depa	dh2	de5	Depa_vs_Dhello: 140	72344520	73031191	7525	7537	1_8766	1_8778	7	154187516	154459659	25498	25506	0_10823	0_10831	7	-	154459659	154187516	25506	25498	0_10831	0_10823
Dhello	Depa	dh2	de5	Depa_vs_Dhello: 141	73280973	74297764	7542	7561	1_8783	1_8802	9	157100974	157572018	25573	25591	0_10898	0_10916	9	-	157572018	157100974	25591	25573	0_10916	0_10898
Dhello	Depa	dh2	de5	Depa_vs_Dhello: 142	74743194	75315544	7570	7581	1_8811	1_8822	6	153521266	153997808	25485	25493	0_10810	0_10818	6	-	153997808	153521266	25493	25485	0_10818	0_10810
Dhello	Depa	dh2	de5	Depa_vs_Dhello: 144	77180882	80071982	7624	7686	1_8865	1_8927	28	148739978	151526286	25353	25439	0_10678	0_10764	28	-	151526286	148739978	25439	25353	0_10764	0_10678
Dhello	Depa	dh2	de5	Depa_vs_Dhello: 145	80317210	81298694	7689	7712	1_8930	1_8953	9	147789236	148738874	25331	25352	0_10656	0_10677	9	-	148738874	147789236	25352	25331	0_10677	0_10656
Dhello	Depa	dh2	de5	Depa_vs_Dhello: 147	83470465	85237340	7765	7796	1_9006	1_9037	13	144623663	145939648	25256	25288	0_10581	0_10613	13	-	145939648	144623663	25288	25256	0_10613	0_10581
Dhello	Depa	dh2	de5	Depa_vs_Dhello: 149	87086030	88652316	7825	7848	1_9066	1_9089	17	141453005	142513783	25179	25205	0_10504	0_10530	17	-	142513783	141453005	25205	25179	0_10530	0_10504
Dhello	Depa	dh2	de5	Depa_vs_Dhello: 150	88798278	89188857	7849	7856	1_9090	1_9097	7	140790193	141038948	25156	25165	0_10481	0_10490	7	-	141038948	140790193	25165	25156	0_10490	0_10481
Dhello	Depa	dh2	de5	Depa_vs_Dhello: 152	89504341	91051325	7867	7897	1_9108	1_9138	15	138639762	140421171	25104	25151	0_10429	0_10476	15	-	140421171	138639762	25151	25104	0_10476	0_10429
Dhello	Depa	dh2	de5	Depa_vs_Dhello: 154	91658352	97737947	7917	8048	1_9158	1_9289	67	132861248	138091686	24964	25088	0_10289	0_10413	67	-	138091686	132861248	25088	24964	0_10413	0_10289
Dhello	Depa	dh2	de5	Depa_vs_Dhello: 156	99895338	100684432	8091	8107	1_9332	1_9348	6	129951064	130536468	24933	24943	0_10258	0_10268	6	-	130536468	129951064	24943	24933	0_10268	0_10258
Dhello	Depa	dh2	de5	Depa_vs_Dhello: 158	101185531	106546492	8119	8245	1_9360	1_9486	41	124829406	129144314	24820	24912	0_10145	0_10237	41	-	129144314	124829406	24912	24820	0_10237	0_10145
Dhello	Depa	dh2	de5	Depa_vs_Dhello: 160	107392425	109649830	8259	8295	1_9500	1_9536	17	121942601	123974685	24752	24804	0_10077	0_10129	17	-	123974685	121942601	24804	24752	0_10129	0_10077
Dhello	Depa	dh2	de5	Depa_vs_Dhello: 163	111734590	117336074	8356	8475	1_9597	1_9716	59	113541674	120298753	24500	24697	0_9825	0_10022	59	-	120298753	113541674	24697	24500	0_10022	0_9825
Dhello	Depa	dh2	de5	Depa_vs_Dhello: 165	119421578	120457260	8507	8524	1_9748	1_9765	11	110943243	111676085	24429	24448	0_9754	0_9773	11	-	111676085	110943243	24448	24429	0_9773	0_9754
Dhello	Depa	dh2	de5	Depa_vs_Dhello: 166	120474774	122092826	8525	8548	1_9766	1_9789	13	108475920	110837599	24383	24428	0_9708	0_9753	13	-	110837599	108475920	24428	24383	0_9753	0_9708
Dhello	Depa	dh2	de6	Depa_vs_Dhello: 112	8770065	11394960	6352	6407	1_7593	1_7648	15	9758371	12511786	25821	25868	0_16729	0_16776	15	-	12511786	9758371	25868	25821	0_16776	0_16729
Dhello	Depa	dh2	de6	Depa_vs_Dhello: 114	13125522	14520042	6437	6465	1_7678	1_7706	15	13552148	15540452	25894	25944	0_16802	0_16852	15	-	15540452	13552148	25944	25894	0_16852	0_16802
Dhello	Depa	dh2	de6	Depa_vs_Dhello: 117	19409727	20968071	6547	6591	1_7788	1_7832	18	20130439	21832527	26035	26076	0_16943	0_16984	18	-	21832527	20130439	26076	26035	0_16984	0_16943
Dhello	Depa	dh2	de6	Depa_vs_Dhello: 119	26489695	26991933	6694	6709	1_7935	1_7950	7	26892527	27569620	26182	26193	0_17090	0_17101	7	-	27569620	26892527	26193	26182	0_17101	0_17090
Dhello	Depa	dh2	de6	Depa_vs_Dhello: 130	40565305	41936994	6928	6957	1_8169	1_8198	15	39402937	41437491	26432	26475	0_17340	0_17383	15	-	41437491	39402937	26475	26432	0_17383	0_17340
Dhello	Depa	dh2	de6	Depa_vs_Dhello: 132	58003846	58556233	7241	7251	1_8482	1_8492	6	58729037	59484630	26878	26914	0_17786	0_17822	6	-	59484630	58729037	26914	26878	0_17822	0_17786
Dhello	Depa	dh2	de6	Depa_vs_Dhello: 134	59981253	60425957	7271	7284	1_8512	1_8525	6	60731075	61548283	26950	26970	0_17858	0_17878	6	-	61548283	60731075	26970	26950	0_17878	0_17858
Dhello	Depa	dh2	de6	Depa_vs_Dhello: 138	65779352	66353369	7411	7427	1_8652	1_8668	12	66143610	66913358	27112	27132	0_18020	0_18040	12	-	66913358	66143610	27132	27112	0_18040	0_18020
Dhello	Depa	dh2	de6	Depa_vs_Dhello: 167	121981907	127119210	8547	8626	1_9788	1_9867	36	86898145	92907058	27657	27772	0_18565	0_18680	36	-	92907058	86898145	27772	27657	0_18680	0_18565
Dhello	Depa	dh2	de6	Depa_vs_Dhello: 169	128422434	129719438	8645	8670	1_9886	1_9911	15	84887618	85695064	27607	27631	0_18515	0_18539	15	-	85695064	84887618	27631	27607	0_18539	0_18515
Dhello	Depa	dh2	de6	Depa_vs_Dhello: 171	131292510	134066687	8693	8753	1_9934	1_9994	25	80473598	83459409	27508	27580	0_18416	0_18488	25	-	83459409	80473598	27580	27508	0_18488	0_18416
Dhello	Depa	dh2	de6	Depa_vs_Dhello: 174	138324386	139263154	8823	8849	1_10064	1_10090	12	76550195	77208375	27419	27446	0_18327	0_18354	12	-	77208375	76550195	27446	27419	0_18354	0_18327
Dhello	Depa	dh2	de6	Depa_vs_Dhello: 176	140925293	143779266	8887	8941	1_10128	1_10182	30	71280828	74268092	27263	27358	0_18171	0_18266	30	-	74268092	71280828	27358	27263	0_18266	0_18171
Dhello	Depa	dh2	de7	Depa_vs_Dhello: 178	145878393	147452947	8980	9001	1_10221	1_10242	9	8053144	8488473	29563	29576	0_3618	0_3631	9	-	8488473	8053144	29576	29563	0_3631	0_3618
Dhello	Depa	dh2	de7	Depa_vs_Dhello: 181	148350573	153356148	9028	9135	1_10269	1_10376	39	1327208	6557618	29387	29513	0_3442	0_3568	39	-	6557618	1327208	29513	29387	0_3568	0_3442
Dhello	Depa	dh2	de7	Depa_vs_Dhello: 182	153436061	155549380	9136	9176	1_10377	1_10417	21	9134639	10645609	29579	29618	0_3634	0_3673	21	-	10645609	9134639	29618	29579	0_3673	0_3634
Dhello	Depa	dh2	de7	Depa_vs_Dhello: 186	174330091	175554049	9551	9576	1_10792	1_10817	8	28984875	29765328	30023	30048	0_4078	0_4103	8	-	29765328	28984875	30048	30023	0_4103	0_4078
Dhello	Depa	dh2	de7	Depa_vs_Dhello: 189	181164545	182444220	9712	9735	1_10953	1_10976	10	34267713	35150083	30158	30184	0_4213	0_4239	10	-	35150083	34267713	30184	30158	0_4239	0_4213
Dhello	Depa	dh2	de7	Depa_vs_Dhello: 196	206051903	206667768	10200	10210	1_11441	1_11451	9	58188968	58621816	30790	30800	0_4845	0_4855	9	-	58621816	58188968	30800	30790	0_4855	0_4845
Dhello	Depa	dh2	de7	Depa_vs_Dhello: 199	210448162	219330520	10261	10383	1_11502	1_11624	48	63105919	70640658	30884	30984	0_4939	0_5039	48	-	70640658	63105919	30984	30884	0_5039	0_4939
Dhello	Depa	dh2	de7	Depa_vs_Dhello: 202	230031564	230770144	10593	10615	1_11834	1_11856	10	80289557	80962096	31236	31263	0_5291	0_5318	10	-	80962096	80289557	31263	31236	0_5318	0_5291
Dhello	Depa	dh2	de7	Depa_vs_Dhello: 208	252460451	252774316	11079	11091	1_12320	1_12332	8	102085729	102331846	31784	31792	0_5839	0_5847	8	-	102331846	102085729	31792	31784	0_5847	0_5839
Dhello	Depa	dh2	de7	Depa_vs_Dhello: 210	265957851	266822030	11365	11401	1_12606	1_12642	13	117071402	117930780	32122	32145	0_6177	0_6200	13	-	117930780	117071402	32145	32122	0_6200	0_6177
Dhello	Depa	dh2	de7	Depa_vs_Dhello: 214	272137373	273169934	11498	11516	1_12739	1_12757	10	121462060	122502947	32231	32248	0_6286	0_6303	10	-	122502947	121462060	32248	32231	0_6303	0_6286
Dhello	Depa	dh2	de7	Depa_vs_Dhello: 217	278515083	279688267	11608	11630	1_12849	1_12871	12	127249855	128302821	32369	32390	0_6424	0_6445	12	-	128302821	127249855	32390	32369	0_6445	0_6424
Dhello	Depa	dh2	de7	Depa_vs_Dhello: 221	285844178	287530625	11732	11761	1_12973	1_13002	10	133173136	134441445	32490	32512	0_6545	0_6567	10	-	134441445	133173136	32512	32490	0_6567	0_6545
Dhello	Dhello	dh2	dh2	Dhello Dhello selfBlk dh2	131898	311077234	6211	12235	1_7452	1_13476	5991	131898	311077234	6211	12235	1_7452	1_13476	5991	+	131898	311077234	6211	12235	1_7452	1_13476
